link,name,ingredients,eng_ingredients
https://www.kwestiasmaku.com//przepis/salatka-cobb,Sałatka COBB,1 pomidor lub 10 pomidorków koktajlowych,1 tomato or 10 cocktail tomatoes
https://www.kwestiasmaku.com//przepis/salatka-cobb,Sałatka COBB,1 jabłko lub 1/4 cebuli,1 apple or 1/4 onions
https://www.kwestiasmaku.com//przepis/salatka-cobb,Sałatka COBB,70 g sera z niebieską pleśnią,70 g cheese with blue mold
https://www.kwestiasmaku.com//przepis/salatka-cobb,Sałatka COBB,"sałata np. rzymska, lodowa","lettuce e.g. Roman, ice-cream"
https://www.kwestiasmaku.com//przepis/salatka-cobb,Sałatka COBB,1 łyżka czerwonego octu winnego,1 spoonful of red wine vinegar
https://www.kwestiasmaku.com//przepis/salatka-cobb,Sałatka COBB,3 łyżki oliwy extra vergine,3 tablespoons extra vergine oil
https://www.kwestiasmaku.com//przepis/salatka-cobb,Sałatka COBB,1 łyżeczka miodu,1 teaspoon honey
https://www.kwestiasmaku.com//przepis/salatka-cobb,Sałatka COBB,1/2 łyżeczki sosu worcestershire,1/2 teaspoon worcestershire sauce
https://www.kwestiasmaku.com//przepis/salatka-cobb,Sałatka COBB,1/2 łyżeczki musztardy,1/2 teaspoons of mustard
https://www.kwestiasmaku.com//przepis/salatka-cobb,Sałatka COBB,sól i pieprz,salt and pepper
https://www.kwestiasmaku.com//przepis/lopatka-w-sosie-z-suszonymi-pomidorami,Pieczona w winie łopatka z sosem z suszonymi pomidorami,1 kg łopatki wieprzowej,1 kg pork spatula
https://www.kwestiasmaku.com//przepis/lopatka-w-sosie-z-suszonymi-pomidorami,Pieczona w winie łopatka z sosem z suszonymi pomidorami,1 łyżeczka suszonego oregano,1 teaspoon dried oregano
https://www.kwestiasmaku.com//przepis/lopatka-w-sosie-z-suszonymi-pomidorami,Pieczona w winie łopatka z sosem z suszonymi pomidorami,1 łyżeczka mielonej słodkiej papryki,1 teaspoon ground sweet peppers
https://www.kwestiasmaku.com//przepis/lopatka-w-sosie-z-suszonymi-pomidorami,Pieczona w winie łopatka z sosem z suszonymi pomidorami,"2 ząbki czosnku, starte","2 garlic teeth, taken off"
https://www.kwestiasmaku.com//przepis/lopatka-w-sosie-z-suszonymi-pomidorami,Pieczona w winie łopatka z sosem z suszonymi pomidorami,2 łyżki oliwy,2 tablespoons of oil
https://www.kwestiasmaku.com//przepis/lopatka-w-sosie-z-suszonymi-pomidorami,Pieczona w winie łopatka z sosem z suszonymi pomidorami,150 ml białego wytrawnego wina,150 ml white dry wine
https://www.kwestiasmaku.com//przepis/lopatka-w-sosie-z-suszonymi-pomidorami,Pieczona w winie łopatka z sosem z suszonymi pomidorami,150 ml soków z pieczenia mięsa,150 ml baking juice
https://www.kwestiasmaku.com//przepis/lopatka-w-sosie-z-suszonymi-pomidorami,Pieczona w winie łopatka z sosem z suszonymi pomidorami,150 ml śmietanki 18% do sosów,150 ml cream 18% for sauces
https://www.kwestiasmaku.com//przepis/lopatka-w-sosie-z-suszonymi-pomidorami,Pieczona w winie łopatka z sosem z suszonymi pomidorami,2 łyżeczki koncentratu pomid.,2 teaspoons of Pomid concentrate.
https://www.kwestiasmaku.com//przepis/lopatka-w-sosie-z-suszonymi-pomidorami,Pieczona w winie łopatka z sosem z suszonymi pomidorami,1 łyżeczka musztardy,1 teaspoon mustard
https://www.kwestiasmaku.com//przepis/lopatka-w-sosie-z-suszonymi-pomidorami,Pieczona w winie łopatka z sosem z suszonymi pomidorami,kilka suszonych pomidorów,a few dried tomatoes
https://www.kwestiasmaku.com//przepis/lopatka-w-sosie-z-suszonymi-pomidorami,Pieczona w winie łopatka z sosem z suszonymi pomidorami,1 łyżka posiekanej natki,1 teaspoon chopped nipple
https://www.kwestiasmaku.com//przepis/lopatka-w-sosie-z-suszonymi-pomidorami,Pieczona w winie łopatka z sosem z suszonymi pomidorami,szczypta suszonego oregano,a pinch of dried oregano
https://www.kwestiasmaku.com//przepis/lopatka-w-sosie-z-suszonymi-pomidorami,Pieczona w winie łopatka z sosem z suszonymi pomidorami,1 łyżeczka mąki ziemniaczanej,1 teaspoon of potato flour
https://www.kwestiasmaku.com//przepis/zupa-grochowa-na-wedzonych-zeberkach,"Zupa grochowa ""grochówka"" na wędzonych żeberkach",1 szklanka żółtego grochu łuskanego połówki,1 glass of yellow half-pea
https://www.kwestiasmaku.com//przepis/zupa-grochowa-na-wedzonych-zeberkach,"Zupa grochowa ""grochówka"" na wędzonych żeberkach",700 g żeberek wędzonych lub wędzonych kości wieprzowych,700 g ribs smoked or smoked pig bones
https://www.kwestiasmaku.com//przepis/zupa-grochowa-na-wedzonych-zeberkach,"Zupa grochowa ""grochówka"" na wędzonych żeberkach",2 litry bulionu (np. domowego wieprzowego) lub z kostki,2 litres of broth (e.g. domestic pork) or ankle
https://www.kwestiasmaku.com//przepis/zupa-grochowa-na-wedzonych-zeberkach,"Zupa grochowa ""grochówka"" na wędzonych żeberkach",1 marchewka,1 carrot
https://www.kwestiasmaku.com//przepis/zupa-grochowa-na-wedzonych-zeberkach,"Zupa grochowa ""grochówka"" na wędzonych żeberkach",500 g ziemniaków,500 g potatoes
https://www.kwestiasmaku.com//przepis/zupa-grochowa-na-wedzonych-zeberkach,"Zupa grochowa ""grochówka"" na wędzonych żeberkach",1 łyżka suszonego majeranku,1 spoon of dried marjoram
https://www.kwestiasmaku.com//przepis/zupa-grochowa-na-wedzonych-zeberkach,"Zupa grochowa ""grochówka"" na wędzonych żeberkach",1 ząbek czosnku,1 clove garlic
https://www.kwestiasmaku.com//przepis/kurczak-slodko-kwasny,Kurczak słodko-kwaśny,350 g piersi kurczaka,350 g chicken breasts
https://www.kwestiasmaku.com//przepis/kurczak-slodko-kwasny,Kurczak słodko-kwaśny,1 czerwona papryka,1 red peppers
https://www.kwestiasmaku.com//przepis/kurczak-slodko-kwasny,Kurczak słodko-kwaśny,1 marchewka,1 carrot
https://www.kwestiasmaku.com//przepis/kurczak-slodko-kwasny,Kurczak słodko-kwaśny,1/4 ananasa,1/4 pineapple
https://www.kwestiasmaku.com//przepis/kurczak-slodko-kwasny,Kurczak słodko-kwaśny,1 łyżka mąki ziemniaczanej,1 spoonful of potato flour
https://www.kwestiasmaku.com//przepis/kurczak-slodko-kwasny,Kurczak słodko-kwaśny,2 łyżeczki startego świeżego imbiru,2 teaspoons of fresh ginger
https://www.kwestiasmaku.com//przepis/kurczak-slodko-kwasny,Kurczak słodko-kwaśny,1 ząbek czosnku,1 clove garlic
https://www.kwestiasmaku.com//przepis/kurczak-slodko-kwasny,Kurczak słodko-kwaśny,"1/4 szklanki octu ryżowego (ewentualnie soku z cytryny, limonki)","1/4 glass of rice vinegar (possibly lemon juice, limes)"
https://www.kwestiasmaku.com//przepis/kurczak-slodko-kwasny,Kurczak słodko-kwaśny,4 łyżki cukru trzcinowego (lub białego),4 tablespoons cane (or white) sugar
https://www.kwestiasmaku.com//przepis/kurczak-slodko-kwasny,Kurczak słodko-kwaśny,szczypta zmielonego białego pieprzu,a pinch of ground white pepper
https://www.kwestiasmaku.com//przepis/kurczak-slodko-kwasny,Kurczak słodko-kwaśny,1 łyżka oleju roślinnego,1 spoon of vegetable oil
https://www.kwestiasmaku.com//przepis/kurczak-slodko-kwasny,Kurczak słodko-kwaśny,3 łyżki ketchupu,3 tablespoons ketchup
https://www.kwestiasmaku.com//przepis/wrapy-z-tortilli-z-hummusem-i-warzywami,"Wrapy z tortilli z hummusem, grillowaną cukinią i pomidorem",2 tortille (przepis tutaj),2 tortillas (prescription here)
https://www.kwestiasmaku.com//przepis/wrapy-z-tortilli-z-hummusem-i-warzywami,"Wrapy z tortilli z hummusem, grillowaną cukinią i pomidorem",4 łyżki hummusu (przepis tutaj),4 spoons of hummus (rule here)
https://www.kwestiasmaku.com//przepis/wrapy-z-tortilli-z-hummusem-i-warzywami,"Wrapy z tortilli z hummusem, grillowaną cukinią i pomidorem",mała cukinia,small zucchini
https://www.kwestiasmaku.com//przepis/wrapy-z-tortilli-z-hummusem-i-warzywami,"Wrapy z tortilli z hummusem, grillowaną cukinią i pomidorem",suszone oregano,dried oregano
https://www.kwestiasmaku.com//przepis/wrapy-z-tortilli-z-hummusem-i-warzywami,"Wrapy z tortilli z hummusem, grillowaną cukinią i pomidorem",pomidor,Tomato
https://www.kwestiasmaku.com//przepis/wrapy-z-tortilli-z-hummusem-i-warzywami,"Wrapy z tortilli z hummusem, grillowaną cukinią i pomidorem",garść roszponki lub sałaty,a handful of raspberries or lettuces
https://www.kwestiasmaku.com//przepis/wrapy-z-tortilli-z-hummusem-i-warzywami,"Wrapy z tortilli z hummusem, grillowaną cukinią i pomidorem","sól i pieprz, oliwa","salt and pepper, oil"
https://www.kwestiasmaku.com//przepis/zupa-pieczarkowa,Zupa pieczarkowa z grzankami z pesto i mozzarellą,2 łyżki oliwy,2 tablespoons of oil
https://www.kwestiasmaku.com//przepis/zupa-pieczarkowa,Zupa pieczarkowa z grzankami z pesto i mozzarellą,1 cebula,1 onion
https://www.kwestiasmaku.com//przepis/zupa-pieczarkowa,Zupa pieczarkowa z grzankami z pesto i mozzarellą,1/2 małego pora,1/2 small time
https://www.kwestiasmaku.com//przepis/zupa-pieczarkowa,Zupa pieczarkowa z grzankami z pesto i mozzarellą,500 g pieczarek,500 g mushrooms
https://www.kwestiasmaku.com//przepis/zupa-pieczarkowa,Zupa pieczarkowa z grzankami z pesto i mozzarellą,1/2 marchewki,1/2 carrots
https://www.kwestiasmaku.com//przepis/zupa-pieczarkowa,Zupa pieczarkowa z grzankami z pesto i mozzarellą,1/2 pietruszki,1/2 parsley
https://www.kwestiasmaku.com//przepis/zupa-pieczarkowa,Zupa pieczarkowa z grzankami z pesto i mozzarellą,1 mały ziemniak,1 small potato
https://www.kwestiasmaku.com//przepis/zupa-pieczarkowa,Zupa pieczarkowa z grzankami z pesto i mozzarellą,600 ml bulionu,600 ml of broth
https://www.kwestiasmaku.com//przepis/zupa-pieczarkowa,Zupa pieczarkowa z grzankami z pesto i mozzarellą,"100 ml śmietanki 18% (do zup i sosów, w kartoniku)","100 ml cream 18% (for soups and sauces, in carton)"
https://www.kwestiasmaku.com//przepis/zupa-pieczarkowa,Zupa pieczarkowa z grzankami z pesto i mozzarellą,pęczek natki pietruszki,parsley bunch
https://www.kwestiasmaku.com//przepis/zupa-pieczarkowa,Zupa pieczarkowa z grzankami z pesto i mozzarellą,2 łyżki pestek dyni,2 tablespoons pumpkin seeds
https://www.kwestiasmaku.com//przepis/zupa-pieczarkowa,Zupa pieczarkowa z grzankami z pesto i mozzarellą,mały ząbek czosnku,a small clove of garlic
https://www.kwestiasmaku.com//przepis/zupa-pieczarkowa,Zupa pieczarkowa z grzankami z pesto i mozzarellą,2 łyżki tartego parmezanu,2 tablespoons tarted parmesan
https://www.kwestiasmaku.com//przepis/zupa-pieczarkowa,Zupa pieczarkowa z grzankami z pesto i mozzarellą,5 łyżek oliwy extra vergine,5 tablespoons extra vergine oil
https://www.kwestiasmaku.com//przepis/zupa-pieczarkowa,Zupa pieczarkowa z grzankami z pesto i mozzarellą,bagietka,baguette
https://www.kwestiasmaku.com//przepis/zupa-pieczarkowa,Zupa pieczarkowa z grzankami z pesto i mozzarellą,tarta mozzarella,mozzarella tart
https://www.kwestiasmaku.com//przepis/omlet-z-duszonymi-porami,Omlet z duszonymi porami,4 jajka,4 eggs
https://www.kwestiasmaku.com//przepis/omlet-z-duszonymi-porami,Omlet z duszonymi porami,2 łyżki mleka,2 tablespoons milk
https://www.kwestiasmaku.com//przepis/omlet-z-duszonymi-porami,Omlet z duszonymi porami,1 por,1 time
https://www.kwestiasmaku.com//przepis/omlet-z-duszonymi-porami,Omlet z duszonymi porami,3 plasterki wędliny (użyłam włoskiej mortadeli),3 slices of meat (I used Italian Mortadelia)
https://www.kwestiasmaku.com//przepis/omlet-z-duszonymi-porami,Omlet z duszonymi porami,garść szpinaku,a handful of spinach
https://www.kwestiasmaku.com//przepis/omlet-z-duszonymi-porami,Omlet z duszonymi porami,po 1 łyżce oliwy i masła,1 spoonful of oil and butter
https://www.kwestiasmaku.com//przepis/omlet-z-duszonymi-porami,Omlet z duszonymi porami,50 g sera brie,50 g brie cheese
https://www.kwestiasmaku.com//przepis/omlet-z-duszonymi-porami,Omlet z duszonymi porami,"do dekoracji: pomidorki koktajlowe, roszponka","for decoration: cocktail tomatoes, raspberry"
https://www.kwestiasmaku.com//przepis/puszyste-nalesniki-nadziewane-twarozkiem-z-cynamonem,Puszyste naleśniki nadziewane twarożkiem w posypce cynamonowej,2 jajka,2 eggs
https://www.kwestiasmaku.com//przepis/puszyste-nalesniki-nadziewane-twarozkiem-z-cynamonem,Puszyste naleśniki nadziewane twarożkiem w posypce cynamonowej,125 ml mleka,125 ml milk
https://www.kwestiasmaku.com//przepis/puszyste-nalesniki-nadziewane-twarozkiem-z-cynamonem,Puszyste naleśniki nadziewane twarożkiem w posypce cynamonowej,100 g mąki pszennej,100 g wheat flour
https://www.kwestiasmaku.com//przepis/puszyste-nalesniki-nadziewane-twarozkiem-z-cynamonem,Puszyste naleśniki nadziewane twarożkiem w posypce cynamonowej,szczypta soli,a pinch of salt
https://www.kwestiasmaku.com//przepis/puszyste-nalesniki-nadziewane-twarozkiem-z-cynamonem,Puszyste naleśniki nadziewane twarożkiem w posypce cynamonowej,125 ml wody gazowanej,125 ml carbonated water
https://www.kwestiasmaku.com//przepis/puszyste-nalesniki-nadziewane-twarozkiem-z-cynamonem,Puszyste naleśniki nadziewane twarożkiem w posypce cynamonowej,2 łyżki masła lub oleju,2 tablespoons butter or oil
https://www.kwestiasmaku.com//przepis/puszyste-nalesniki-nadziewane-twarozkiem-z-cynamonem,Puszyste naleśniki nadziewane twarożkiem w posypce cynamonowej,300 g twarogu śmietankowego,300 g cream cheese
https://www.kwestiasmaku.com//przepis/puszyste-nalesniki-nadziewane-twarozkiem-z-cynamonem,Puszyste naleśniki nadziewane twarożkiem w posypce cynamonowej,2 łyżki cukru,2 tablespoons sugar
https://www.kwestiasmaku.com//przepis/puszyste-nalesniki-nadziewane-twarozkiem-z-cynamonem,Puszyste naleśniki nadziewane twarożkiem w posypce cynamonowej,4 łyżki gęstej śmietany 18%,4 tablespoons thick cream 18%
https://www.kwestiasmaku.com//przepis/puszyste-nalesniki-nadziewane-twarozkiem-z-cynamonem,Puszyste naleśniki nadziewane twarożkiem w posypce cynamonowej,1 opakowanie cukru wanilinowego,1 package vanillin sugar
https://www.kwestiasmaku.com//przepis/puszyste-nalesniki-nadziewane-twarozkiem-z-cynamonem,Puszyste naleśniki nadziewane twarożkiem w posypce cynamonowej,1 łyżeczka cynamonu,1 teaspoon of cinnamon
https://www.kwestiasmaku.com//przepis/placki-kukurydziane,Placki kukurydziane,200 g kukurydzy (1/2 puszki),200 g maize (1/2 cans)
https://www.kwestiasmaku.com//przepis/placki-kukurydziane,Placki kukurydziane,1 jajko,1 egg
https://www.kwestiasmaku.com//przepis/placki-kukurydziane,Placki kukurydziane,3 łyżki mąki (pszennej lub w wersji b/g kukurydzianej),3 tablespoons of flour (measurable or b/g maize)
https://www.kwestiasmaku.com//przepis/placki-kukurydziane,Placki kukurydziane,1/2 łyżeczki proszku do pieczenia,1/2 teaspoons baking powder
https://www.kwestiasmaku.com//przepis/placki-kukurydziane,Placki kukurydziane,1 łyżka śmietanki kremówki lub mleka,1 spoon cream cream or milk
https://www.kwestiasmaku.com//przepis/placki-kukurydziane,Placki kukurydziane,"sól, 1/3 łyżeczki kurkumy, 1/3 łyżeczki papryki słodkiej w proszku","salt, 1/3 teaspoon of turmeric, 1/3 teaspoon of sweet peppers powder"
https://www.kwestiasmaku.com//przepis/placki-kukurydziane,Placki kukurydziane,kilka listków bazylii,a few leaves of basil
https://www.kwestiasmaku.com//przepis/placki-kukurydziane,Placki kukurydziane,olej (np. kokosowy lub inny),oil (e.g. coconut or other)
https://www.kwestiasmaku.com//przepis/filety-z-kurczaka-w-sosie-pomidorowym-z-mozzarella,Filety z kurczaka w sosie pomidorowym z oliwkami i tartą mozzarellą,500 g filetów z kurczaka (3 małe),500 g chicken fillets (3 small)
https://www.kwestiasmaku.com//przepis/filety-z-kurczaka-w-sosie-pomidorowym-z-mozzarella,Filety z kurczaka w sosie pomidorowym z oliwkami i tartą mozzarellą,sól i pieprz,salt and pepper
https://www.kwestiasmaku.com//przepis/filety-z-kurczaka-w-sosie-pomidorowym-z-mozzarella,Filety z kurczaka w sosie pomidorowym z oliwkami i tartą mozzarellą,1 łyżeczka mielonej ostrej papryki (ew. pół na pół ze słodką),1 teaspoon ground hot peppers (half-and-half sweet)
https://www.kwestiasmaku.com//przepis/filety-z-kurczaka-w-sosie-pomidorowym-z-mozzarella,Filety z kurczaka w sosie pomidorowym z oliwkami i tartą mozzarellą,1 łyżeczka suszonego oregano,1 teaspoon dried oregano
https://www.kwestiasmaku.com//przepis/filety-z-kurczaka-w-sosie-pomidorowym-z-mozzarella,Filety z kurczaka w sosie pomidorowym z oliwkami i tartą mozzarellą,2 ząbki czosnku,2 garlic teeth
https://www.kwestiasmaku.com//przepis/filety-z-kurczaka-w-sosie-pomidorowym-z-mozzarella,Filety z kurczaka w sosie pomidorowym z oliwkami i tartą mozzarellą,2 łyżki oliwy,2 tablespoons of oil
https://www.kwestiasmaku.com//przepis/filety-z-kurczaka-w-sosie-pomidorowym-z-mozzarella,Filety z kurczaka w sosie pomidorowym z oliwkami i tartą mozzarellą,250 ml przecieru / passaty pomidorowej,250 ml purée/ tomato passat
https://www.kwestiasmaku.com//przepis/filety-z-kurczaka-w-sosie-pomidorowym-z-mozzarella,Filety z kurczaka w sosie pomidorowym z oliwkami i tartą mozzarellą,1 łyżeczka syropu klonowego (lub 1/2 łyżeczki cukru),1 teaspoon maple syrup (or 1/2 teaspoon sugar)
https://www.kwestiasmaku.com//przepis/filety-z-kurczaka-w-sosie-pomidorowym-z-mozzarella,Filety z kurczaka w sosie pomidorowym z oliwkami i tartą mozzarellą,50 g tartej mozzarelli,50 g mozzarella grated
https://www.kwestiasmaku.com//przepis/filety-z-kurczaka-w-sosie-pomidorowym-z-mozzarella,Filety z kurczaka w sosie pomidorowym z oliwkami i tartą mozzarellą,1/3 szklanki czarnych oliwek,1/3 glasses of black olives
https://www.kwestiasmaku.com//przepis/filety-z-kurczaka-w-sosie-pomidorowym-z-mozzarella,Filety z kurczaka w sosie pomidorowym z oliwkami i tartą mozzarellą,1/2 szklanki pomidorków koktajlowych,1/2 glasses of cocktail tomatoes
https://www.kwestiasmaku.com//przepis/filety-z-kurczaka-w-sosie-pomidorowym-z-mozzarella,Filety z kurczaka w sosie pomidorowym z oliwkami i tartą mozzarellą,świeża bazylia,fresh basil
https://www.kwestiasmaku.com//przepis/pierogi-z-kasza-jaglana,Pierogi z kaszą jaglaną,1 porcja ciasta na pierogi z tego lub tego przepisu,1 serving pie for dumplings with this or this recipe
https://www.kwestiasmaku.com//przepis/pierogi-z-kasza-jaglana,Pierogi z kaszą jaglaną,1/2 łyżeczki cynamonu,1/2 teaspoons of cinnamon
https://www.kwestiasmaku.com//przepis/pierogi-z-kasza-jaglana,Pierogi z kaszą jaglaną,250 g tłustego twarogu (najlepiej śmietankowego),250 g fatty curd (preferably cream)
https://www.kwestiasmaku.com//przepis/pierogi-z-kasza-jaglana,Pierogi z kaszą jaglaną,250 g ugotowanej kaszy jaglanej,250 g boiled lamb's groats
https://www.kwestiasmaku.com//przepis/pierogi-z-kasza-jaglana,Pierogi z kaszą jaglaną,szczypta soli,a pinch of salt
https://www.kwestiasmaku.com//przepis/pierogi-z-kasza-jaglana,Pierogi z kaszą jaglaną,3 łyżki cukru trzcinowego lub 2 łyżki ksylitolu,3 tablespoons cane sugar or 2 tablespoons xylitol
https://www.kwestiasmaku.com//przepis/zupa-ramen-z-owocami-morza,Zupa ramen z owocami morza,1 litr bulionu dashi*,1 litre of dashi broth*
https://www.kwestiasmaku.com//przepis/zupa-ramen-z-owocami-morza,Zupa ramen z owocami morza,2 łyżeczki czerwonej pasty curry,2 teaspoons of red curry paste
https://www.kwestiasmaku.com//przepis/zupa-ramen-z-owocami-morza,Zupa ramen z owocami morza,80 ml mleka kokosowego,80 ml coconut milk
https://www.kwestiasmaku.com//przepis/zupa-ramen-z-owocami-morza,Zupa ramen z owocami morza,1 łyżka oleju sezamowego chili,1 spoonful of chili sesame oil
https://www.kwestiasmaku.com//przepis/zupa-ramen-z-owocami-morza,Zupa ramen z owocami morza,1/2 łyżeczki przyprawy shichimi togarashi,1/2 teaspoons of shichimi togarashi spices
https://www.kwestiasmaku.com//przepis/zupa-ramen-z-owocami-morza,Zupa ramen z owocami morza,ok. 200 g mrożonej mieszanki owoców morza,approx. 200 g frozen seafood mixture
https://www.kwestiasmaku.com//przepis/zupa-ramen-z-owocami-morza,Zupa ramen z owocami morza,250 g makaronu ramen lub chow mein,250 g ramen or chow mein pasta
https://www.kwestiasmaku.com//przepis/zupa-ramen-z-owocami-morza,Zupa ramen z owocami morza,kiełki fasoli mung,Mung bean sprouts
https://www.kwestiasmaku.com//przepis/zupa-ramen-z-owocami-morza,Zupa ramen z owocami morza,pokrojone na cienkie paseczki prasowane nori (jak do sushi),cut into thin strips pressed holes (as sushi)
https://www.kwestiasmaku.com//przepis/zupa-ramen-z-owocami-morza,Zupa ramen z owocami morza,1/3 marchewki,1/3 carrots
https://www.kwestiasmaku.com//przepis/zupa-ramen-z-owocami-morza,Zupa ramen z owocami morza,szczypiorek,chives
https://www.kwestiasmaku.com//przepis/kurczak-w-smietanie-z-marchewka-i-koperkiem,Kurczak w śmietanie z marchewką i koperkiem,"1 kurczak o wadze ok. 1,8 kg",1 chicken weighing approximately 1.8 kg
https://www.kwestiasmaku.com//przepis/kurczak-w-smietanie-z-marchewka-i-koperkiem,Kurczak w śmietanie z marchewką i koperkiem,3 łyżki mąki pszennej,3 tablespoons of wheat flour
https://www.kwestiasmaku.com//przepis/kurczak-w-smietanie-z-marchewka-i-koperkiem,Kurczak w śmietanie z marchewką i koperkiem,1 łyżeczka soli + 1/2 łyżeczki pieprzu,1 teaspoon salt + 1/2 teaspoon pepper
https://www.kwestiasmaku.com//przepis/kurczak-w-smietanie-z-marchewka-i-koperkiem,Kurczak w śmietanie z marchewką i koperkiem,50 g masła,50 g butter
https://www.kwestiasmaku.com//przepis/kurczak-w-smietanie-z-marchewka-i-koperkiem,Kurczak w śmietanie z marchewką i koperkiem,1 łyżka oliwy,1 spoon of oil
https://www.kwestiasmaku.com//przepis/kurczak-w-smietanie-z-marchewka-i-koperkiem,Kurczak w śmietanie z marchewką i koperkiem,1 cebula,1 onion
https://www.kwestiasmaku.com//przepis/kurczak-w-smietanie-z-marchewka-i-koperkiem,Kurczak w śmietanie z marchewką i koperkiem,1 por,1 time
https://www.kwestiasmaku.com//przepis/kurczak-w-smietanie-z-marchewka-i-koperkiem,Kurczak w śmietanie z marchewką i koperkiem,750 ml wody,750 ml of water
https://www.kwestiasmaku.com//przepis/kurczak-w-smietanie-z-marchewka-i-koperkiem,Kurczak w śmietanie z marchewką i koperkiem,1 łyżeczka kurkumy,1 teaspoon of turmeric
https://www.kwestiasmaku.com//przepis/kurczak-w-smietanie-z-marchewka-i-koperkiem,Kurczak w śmietanie z marchewką i koperkiem,1 ząbek czosnku,1 clove garlic
https://www.kwestiasmaku.com//przepis/kurczak-w-smietanie-z-marchewka-i-koperkiem,Kurczak w śmietanie z marchewką i koperkiem,500 g marchewki,500 g carrots
https://www.kwestiasmaku.com//przepis/kurczak-w-smietanie-z-marchewka-i-koperkiem,Kurczak w śmietanie z marchewką i koperkiem,2 - 3 łyżki posiekanego koperku,2 - 3 tablespoons of chopped dill
https://www.kwestiasmaku.com//przepis/kurczak-w-smietanie-z-marchewka-i-koperkiem,Kurczak w śmietanie z marchewką i koperkiem,100 ml śmietanki 30% z kartonika,100 ml cream 30% of carton
https://www.kwestiasmaku.com//przepis/zupa-kukurydziana-z-kasza-jaglana-i-kurczakiem,Zupa kukurydziana z kaszą jaglaną i kurczakiem,1 łyżka oleju,1 teaspoon oil
https://www.kwestiasmaku.com//przepis/zupa-kukurydziana-z-kasza-jaglana-i-kurczakiem,Zupa kukurydziana z kaszą jaglaną i kurczakiem,1 mała cebula,1 small onion
https://www.kwestiasmaku.com//przepis/zupa-kukurydziana-z-kasza-jaglana-i-kurczakiem,Zupa kukurydziana z kaszą jaglaną i kurczakiem,2 ząbki czosnku,2 garlic teeth
https://www.kwestiasmaku.com//przepis/zupa-kukurydziana-z-kasza-jaglana-i-kurczakiem,Zupa kukurydziana z kaszą jaglaną i kurczakiem,kawałek papryczki chili,a slice of chili pepper
https://www.kwestiasmaku.com//przepis/zupa-kukurydziana-z-kasza-jaglana-i-kurczakiem,Zupa kukurydziana z kaszą jaglaną i kurczakiem,"1,25 litra bulionu, rosołu","1.25 liters of broth, broth"
https://www.kwestiasmaku.com//przepis/zupa-kukurydziana-z-kasza-jaglana-i-kurczakiem,Zupa kukurydziana z kaszą jaglaną i kurczakiem,1/3 szklanki (80 g) kaszy jaglanej,1/3 glasses (80 g) of lamb's groats
https://www.kwestiasmaku.com//przepis/zupa-kukurydziana-z-kasza-jaglana-i-kurczakiem,Zupa kukurydziana z kaszą jaglaną i kurczakiem,1/2 łyżeczki kurkumy,1/2 teaspoons of turmeric
https://www.kwestiasmaku.com//przepis/zupa-kukurydziana-z-kasza-jaglana-i-kurczakiem,Zupa kukurydziana z kaszą jaglaną i kurczakiem,400 g (1 puszka) kukurydzy lub 2 kolby świeżej,400 g (1 can) of maize or 2 fresh flask
https://www.kwestiasmaku.com//przepis/zupa-kukurydziana-z-kasza-jaglana-i-kurczakiem,Zupa kukurydziana z kaszą jaglaną i kurczakiem,300 g filetu z kurczaka,300 g chicken fillet
https://www.kwestiasmaku.com//przepis/zupa-kukurydziana-z-kasza-jaglana-i-kurczakiem,Zupa kukurydziana z kaszą jaglaną i kurczakiem,80 ml śmietanki 30%,80 ml cream 30%
https://www.kwestiasmaku.com//przepis/frittata-ze-szpinakiem-i-kasza-jaglana,Frittata ze szpinakiem i kaszą jaglaną,60 g (1/4 szklanki) suchej kaszy jaglanej,60 g (1/4 glass) of dry lamb groats
https://www.kwestiasmaku.com//przepis/frittata-ze-szpinakiem-i-kasza-jaglana,Frittata ze szpinakiem i kaszą jaglaną,4 jajka,4 eggs
https://www.kwestiasmaku.com//przepis/frittata-ze-szpinakiem-i-kasza-jaglana,Frittata ze szpinakiem i kaszą jaglaną,2 łyżki mleka,2 tablespoons milk
https://www.kwestiasmaku.com//przepis/frittata-ze-szpinakiem-i-kasza-jaglana,Frittata ze szpinakiem i kaszą jaglaną,1/2 łyżeczki kurkumy,1/2 teaspoons of turmeric
https://www.kwestiasmaku.com//przepis/frittata-ze-szpinakiem-i-kasza-jaglana,Frittata ze szpinakiem i kaszą jaglaną,1/4 cebuli (np. czosnkowej lub cukrowej),1/4 onions (e.g. garlic or sugar)
https://www.kwestiasmaku.com//przepis/frittata-ze-szpinakiem-i-kasza-jaglana,Frittata ze szpinakiem i kaszą jaglaną,3 kawałki suszonych pomidorów,3 pieces of dried tomatoes
https://www.kwestiasmaku.com//przepis/frittata-ze-szpinakiem-i-kasza-jaglana,Frittata ze szpinakiem i kaszą jaglaną,100 g szpinaku,100 g spinach
https://www.kwestiasmaku.com//przepis/frittata-ze-szpinakiem-i-kasza-jaglana,Frittata ze szpinakiem i kaszą jaglaną,1 ząbek czosnku,1 clove garlic
https://www.kwestiasmaku.com//przepis/frittata-ze-szpinakiem-i-kasza-jaglana,Frittata ze szpinakiem i kaszą jaglaną,1 łyżka masła,1 spoonful of butter
